eventId,n_circulars,union_size,mean_coverage,median_coverage,min_coverage,max_coverage,frac_full,frac_zero
GRB 251013C,51,6,0.34640522875816987,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
LIGO/Virgo/KAGRA S250818k,50,5,0.34,0.4,0.2,0.6,0.0,0.0
GRB 240825A,49,7,0.27988338192419826,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,0.0
LIGO/Virgo S200213t,49,6,0.2653061224489796,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0
LIGO/Virgo G184098,49,4,0.34183673469387754,0.25,0.25,0.75,0.0,0.0
GRB 111228A,48,6,0.28125,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 230307A,48,7,0.2589285714285714,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.0,0.0
GRB 141121A,48,5,0.3458333333333334,0.4,0.2,0.4,0.0,0.0
GRB 210610B,47,5,0.41276595744680855,0.4,0.2,0.8,0.0,0.0
LIGO/Virgo G275404,46,5,0.31739130434782614,0.4,0.2,0.4,0.0,0.0
GRB 000301C,46,2,0.7065217391304348,0.5,0.5,1.0,0.41304347826086957,0.0
GRB 100901A,46,5,0.3521739130434782,0.4,0.2,0.8,0.0,0.0
GRB 110328A,46,4,0.5489130434782609,0.5,0.25,0.75,0.0,0.0
GRB 010222,45,3,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0
GRB 231117A,44,5,0.32272727272727275,0.30000000000000004,0.2,0.6,0.0,0.0
GRB 210619B,44,5,0.3590909090909091,0.4,0.2,0.6,0.0,0.0
LIGO/Virgo S190901ap,44,5,0.3181818181818182,0.4,0.2,0.6,0.0,0.0
GRB 171205A,43,6,0.27906976744186046,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 250129A,43,5,0.4279069767441861,0.4,0.2,0.6,0.0,0.0
GRB 220101A,43,5,0.3302325581395349,0.4,0.2,0.6,0.0,0.0
LIGO/Virgo S190728q,42,6,0.2936507936507936,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
LIGO/Virgo G194575,42,4,0.3392857142857143,0.25,0.25,0.75,0.0,0.0
GRB 190829A,42,7,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,0.0
GRB 050408,41,6,0.30081300813008127,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 041006,40,5,0.365,0.4,0.2,0.6,0.0,0.0
GRB 241030A,40,5,0.425,0.4,0.2,0.6,0.0,0.0
EP241021a,40,3,0.5416666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0
LIGO/Virgo G274296,40,5,0.36,0.4,0.2,0.6,0.0,0.0
GRB 000926,39,4,0.4230769230769231,0.5,0.25,0.75,0.0,0.0
GRB 120326A,39,5,0.3333333333333333,0.4,0.2,0.6,0.0,0.0
GRB 090618,39,6,0.27777777777777773,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0
LIGO/Virgo G275697,39,6,0.2863247863247863,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 151027A,39,5,0.3435897435897436,0.4,0.2,0.8,0.0,0.0
GRB 991216,39,4,0.3525641025641026,0.25,0.25,0.75,0.0,0.0
GRB 100418A,39,6,0.29059829059829057,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0
GRB 231115A,38,7,0.23308270676691725,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,0.0
LIGO/Virgo S191216ap,38,5,0.3684210526315789,0.4,0.2,0.8,0.0,0.0
GRB 090423,38,4,0.3157894736842105,0.25,0.25,0.5,0.0,0.0
GRB 130831A,37,6,0.3198198198198198,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
LIGO/Virgo G270580,37,5,0.31351351351351353,0.4,0.2,0.6,0.0,0.0
GRB 240529A,37,5,0.39459459459459456,0.4,0.2,0.6,0.0,0.0
GRB 110205A,37,5,0.35135135135135137,0.4,0.2,0.6,0.0,0.0
GRB 050509B,36,6,0.2962962962962963,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
LIGO/Virgo S190930t,36,6,0.35185185185185186,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0
SGR 0501+4516,36,6,0.25,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0
GRB 020813,36,5,0.3111111111111111,0.2,0.2,0.6,0.0,0.0
GRB 210104A,35,5,0.40571428571428575,0.4,0.2,0.6,0.0,0.0
GRB 140423A,35,5,0.3485714285714286,0.4,0.2,0.6,0.0,0.0
GRB 250101A,35,5,0.4,0.4,0.2,0.6,0.0,0.0
GRB 070125,34,5,0.311764705882353,0.30000000000000004,0.2,0.6,0.0,0.0
GRB 130606A,34,5,0.3294117647058824,0.4,0.2,0.6,0.0,0.0
GRB 160131A,34,5,0.37058823529411766,0.4,0.2,0.6,0.0,0.0
LIGO/Virgo G297595,34,5,0.29411764705882354,0.2,0.2,0.4,0.0,0.0
SGR J1935+2154,33,4,0.3560606060606061,0.25,0.25,0.5,0.0,0.0
GRB 090313,33,5,0.28484848484848485,0.2,0.2,0.6,0.0,0.0
EP260321a,33,5,0.3212121212121212,0.4,0.2,0.6,0.0,0.0
GRB 060526,33,5,0.3939393939393939,0.4,0.2,1.0,0.030303030303030304,0.0
GRB 201015A,33,6,0.3181818181818182,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 090424,33,5,0.35151515151515156,0.4,0.2,0.6,0.0,0.0
GRB 080310,32,5,0.3375,0.4,0.2,0.8,0.0,0.0
GRB 181201A,32,6,0.3489583333333333,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
LIGO/Virgo S200115j,32,5,0.34375,0.4,0.2,0.8,0.0,0.0
GRB 031203,32,5,0.31875000000000003,0.4,0.2,0.4,0.0,0.0
GRB 060206,32,5,0.34375,0.4,0.2,0.8,0.0,0.0
GRB 150910A,32,5,0.375,0.4,0.2,0.8,0.0,0.0
LIGO/Virgo S200114f,31,5,0.3225806451612903,0.4,0.2,0.6,0.0,0.0
GRB 250702F,31,5,0.44516129032258067,0.4,0.2,0.6,0.0,0.0
GRB 030226,31,5,0.3419354838709677,0.4,0.2,0.6,0.0,0.0
GRB 251222A,31,5,0.4645161290322581,0.4,0.2,0.8,0.0,0.0
LIGO/Virgo S191205ah,31,4,0.41935483870967744,0.5,0.25,0.5,0.0,0.0
GRB 200412B,31,5,0.39354838709677425,0.4,0.2,0.8,0.0,0.0
GRB 150413A,30,4,0.4,0.5,0.25,0.5,0.0,0.0
GRB 190530A,30,5,0.38,0.4,0.2,0.6,0.0,0.0
GRB 180720B,30,5,0.34,0.4,0.2,0.6,0.0,0.0
GRB 130702A,30,6,0.2944444444444444,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 091127,30,6,0.2833333333333333,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 120422A,30,5,0.2866666666666667,0.2,0.2,0.4,0.0,0.0
GRB 260610B,30,3,0.6333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0
GRB 260511B,30,5,0.37333333333333335,0.4,0.2,0.6,0.0,0.0
GRB 210704A,29,5,0.3517241379310345,0.4,0.2,0.6,0.0,0.0
GRB 131030A,29,5,0.3793103448275862,0.4,0.2,0.6,0.0,0.0
GRB 160625B,29,5,0.3724137931034483,0.4,0.2,0.6,0.0,0.0
GRB 211211A,29,5,0.3586206896551724,0.4,0.2,0.6,0.0,0.0
GRB 100906A,29,5,0.3517241379310345,0.4,0.2,0.8,0.0,0.0
GRB 071010B,29,5,0.303448275862069,0.4,0.2,0.4,0.0,0.0
GRB 260604C,29,4,0.4827586206896552,0.5,0.25,0.75,0.0,0.0
GRB 190106A,28,5,0.33571428571428574,0.4,0.2,0.6,0.0,0.0
GRB 060124,28,5,0.3785714285714286,0.4,0.2,0.6,0.0,0.0
GRB 231215A,28,5,0.35000000000000003,0.4,0.2,0.6,0.0,0.0
LIGO/Virgo/KAGRA S251112cm,28,4,0.3392857142857143,0.25,0.25,0.75,0.0,0.0
GRB 061121,28,4,0.4107142857142857,0.5,0.25,0.75,0.0,0.0
GRB 071112C,28,5,0.33571428571428574,0.4,0.2,0.6,0.0,0.0
GRB 130925A,28,5,0.3285714285714286,0.4,0.2,0.4,0.0,0.0
GRB 250419A,28,5,0.39285714285714285,0.4,0.2,0.6,0.0,0.0
GRB 241025A,28,5,0.4428571428571429,0.4,0.2,0.8,0.0,0.0
GRB 240414A,27,5,0.3185185185185185,0.2,0.2,0.6,0.0,0.0
GRB 021211,27,5,0.2814814814814815,0.2,0.2,0.4,0.0,0.0
GRB 251002A,27,5,0.41481481481481486,0.4,0.2,0.6,0.0,0.0
GRB 200524A,27,5,0.3925925925925926,0.4,0.2,0.6,0.0,0.0
GRB 110422A,27,5,0.3407407407407408,0.4,0.2,0.6,0.0,0.0
GRB 990510,27,4,0.37962962962962965,0.25,0.25,0.75,0.0,0.0
GRB 160303A,27,5,0.3111111111111111,0.4,0.2,0.6,0.0,0.0
GRB 260208A,27,5,0.3777777777777778,0.4,0.2,0.6,0.0,0.0
EP250108a,27,5,0.35555555555555557,0.4,0.2,0.6,0.0,0.0
GRB 240821A,27,5,0.362962962962963,0.4,0.2,0.8,0.0,0.0
GRB 080810,27,5,0.362962962962963,0.4,0.2,0.8,0.0,0.0
GRB 130418A,27,5,0.34814814814814815,0.4,0.2,0.6,0.0,0.0
GRB 241026A,27,5,0.362962962962963,0.4,0.2,0.6,0.0,0.0
GRB 251103A,26,6,0.38461538461538464,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0
GRB 090709A,26,5,0.3,0.2,0.2,0.6,0.0,0.0
GRB 210610A,26,5,0.39230769230769236,0.4,0.2,0.6,0.0,0.0
GRB 050724,26,5,0.34615384615384615,0.4,0.2,0.6,0.0,0.0
GRB 250424A,26,6,0.3269230769230769,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 051022,26,4,0.41346153846153844,0.5,0.25,0.75,0.0,0.0
GRB 241030B,26,6,0.3141025641025641,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
EP250302a,26,3,0.5769230769230769,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0
GRB 011121,26,5,0.23846153846153847,0.2,0.2,0.6,0.0,0.0
GRB 140629A,26,4,0.4230769230769231,0.5,0.25,0.75,0.0,0.0
GRB 060121,26,5,0.3384615384615385,0.4,0.2,0.6,0.0,0.0
GRB 061126,26,5,0.3692307692307692,0.4,0.2,0.6,0.0,0.0
GRB 040924,26,4,0.4230769230769231,0.5,0.25,0.75,0.0,0.0
GRB 140419A,26,5,0.37692307692307697,0.4,0.2,0.8,0.0,0.0
GRB 080430,26,5,0.33076923076923076,0.4,0.2,0.8,0.0,0.0
GRB 050730,26,5,0.35384615384615387,0.4,0.2,0.8,0.0,0.0
LIGO/Virgo S190408an,26,4,0.3942307692307692,0.5,0.25,0.75,0.0,0.0
GRB 170202A,26,5,0.34615384615384615,0.4,0.2,0.8,0.0,0.0
GRB 101225A,26,6,0.2564102564102564,0.25,0.16666666666666666,0.5,0.0,0.0
GRB 130603B,26,7,0.25274725274725274,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,0.0
GRB 251126A,26,5,0.4307692307692308,0.4,0.2,0.6,0.0,0.0
GRB 250309B,26,5,0.37692307692307697,0.4,0.2,0.6,0.0,0.0
LIGO/Virgo S190910d,25,4,0.4,0.5,0.25,0.5,0.0,0.0
LIGO/Virgo S200105ae,25,4,0.37,0.25,0.25,0.5,0.0,0.0
GRB 230328B,25,5,0.384,0.4,0.2,0.8,0.0,0.0
GRB 210919A,25,5,0.29600000000000004,0.2,0.2,0.6,0.0,0.0
GRB 170728B,25,5,0.376,0.4,0.2,0.6,0.0,0.0
GRB 211023A,25,5,0.4,0.4,0.2,0.6,0.0,0.0
LIGO/Virgo G277583,25,4,0.35,0.25,0.25,0.75,0.0,0.0
GRB 180914B,25,5,0.376,0.4,0.2,0.8,0.0,0.0
GRB 020531,25,4,0.42,0.5,0.25,0.75,0.0,0.0
GRB 210420B,25,5,0.376,0.4,0.2,0.6,0.0,0.0
GRB 050904,25,5,0.29600000000000004,0.2,0.2,0.6,0.0,0.0
GRB 200613A,25,5,0.384,0.4,0.2,0.6,0.0,0.0
GRB 251230A,25,5,0.44,0.4,0.2,0.6,0.0,0.0
GRB 981220,25,2,0.68,0.5,0.5,1.0,0.36,0.0
GRB 210306A,25,5,0.392,0.4,0.2,0.6,0.0,0.0
GRB 250920C,25,5,0.376,0.4,0.2,0.6,0.0,0.0
GRB 060418,25,5,0.392,0.4,0.2,1.0,0.04,0.0
GRB 100814A,25,5,0.384,0.4,0.2,0.8,0.0,0.0
LIGO/Virgo G288732,24,5,0.375,0.4,0.2,0.6,0.0,0.0
GRB 120119A,24,5,0.3666666666666667,0.4,0.2,0.6,0.0,0.0
GRB 161219B,24,6,0.3055555555555555,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0
GRB 250625A,24,5,0.39999999999999997,0.4,0.2,0.6,0.0,0.0
GRB 080330,24,6,0.3194444444444444,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
LIGO/Virgo/KAGRA S241125n,24,5,0.325,0.30000000000000004,0.2,0.6,0.0,0.0
GRB 230818A,24,5,0.3333333333333333,0.4,0.2,0.6,0.0,0.0
GRB 130907A,24,5,0.375,0.4,0.2,0.6,0.0,0.0
GRB 990506,24,2,0.75,0.75,0.5,1.0,0.5,0.0
EP240315a,24,3,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0
GRB 240809A,24,5,0.375,0.4,0.2,0.6,0.0,0.0
GRB 100805A,24,5,0.39166666666666666,0.4,0.2,0.6,0.0,0.0
GRB 250520A,24,5,0.35000000000000003,0.4,0.2,0.6,0.0,0.0
LIGO/Virgo S200224ca,24,5,0.3,0.2,0.2,0.6,0.0,0.0
GRB 050412,24,5,0.3666666666666667,0.4,0.2,0.6,0.0,0.0
GRB 191221B,24,5,0.35000000000000003,0.4,0.2,0.6,0.0,0.0
GRB 041219,24,4,0.4166666666666667,0.5,0.25,0.75,0.0,0.0
GRB 110213A,24,5,0.39166666666666666,0.4,0.2,0.8,0.0,0.0
GRB 120327A,23,5,0.33913043478260874,0.4,0.2,0.6,0.0,0.0
GRB 200829A,23,5,0.40869565217391307,0.4,0.2,0.8,0.0,0.0
GRB 120404A,23,5,0.3652173913043478,0.4,0.2,0.6,0.0,0.0
GRB 030328,23,5,0.3739130434782609,0.4,0.2,0.6,0.0,0.0
GRB 260114A,23,4,0.40217391304347827,0.5,0.25,0.75,0.0,0.0
GRB 241105A,23,5,0.4,0.4,0.2,0.6,0.0,0.0
GRB 130420A,23,4,0.42391304347826086,0.5,0.25,0.75,0.0,0.0
GRB 250327B,23,5,0.34782608695652173,0.4,0.2,0.6,0.0,0.0
GRB 230414B,23,5,0.41739130434782606,0.4,0.2,0.6,0.0,0.0
GRB 220521A,23,5,0.34782608695652173,0.4,0.2,0.6,0.0,0.0
GRB 251205A,23,5,0.4434782608695652,0.4,0.2,0.8,0.0,0.0
ZTF23aaoohpy,23,4,0.30434782608695654,0.25,0.25,0.75,0.0,0.0
GRB 220408A,23,5,0.3652173913043478,0.4,0.2,0.6,0.0,0.0
GRB 121011A,23,6,0.3188405797101449,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0
GRB 110402A,23,5,0.33913043478260874,0.4,0.2,0.6,0.0,0.0
GRB 231111A,23,5,0.34782608695652173,0.4,0.2,0.6,0.0,0.0
GRB 140206A,23,6,0.3188405797101449,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
EP250702a,23,4,0.5543478260869565,0.5,0.25,0.75,0.0,0.0
GRB 231129C,23,6,0.3115942028985507,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0
GRB 980703,23,2,0.6739130434782609,0.5,0.5,1.0,0.34782608695652173,0.0
GRB 051227,23,5,0.3130434782608696,0.4,0.2,0.6,0.0,0.0
GRB 210822A,23,5,0.3739130434782609,0.4,0.2,0.8,0.0,0.0
GRB 250925A,22,5,0.38181818181818183,0.4,0.2,0.6,0.0,0.0
GRB 090323,22,5,0.3181818181818182,0.4,0.2,0.4,0.0,0.0
GRB 180205A,22,5,0.4,0.4,0.2,0.6,0.0,0.0
LIGO/Virgo S190910h,22,4,0.38636363636363635,0.5,0.25,0.5,0.0,0.0
LIGO/Virgo G298936,22,5,0.30000000000000004,0.30000000000000004,0.2,0.4,0.0,0.0
GRB 200716C,22,5,0.3909090909090909,0.4,0.2,0.6,0.0,0.0
GRB 250916A,22,4,0.4772727272727273,0.5,0.25,0.75,0.0,0.0
GW170817,22,4,0.9659090909090909,1.0,0.75,1.0,0.8636363636363636,0.0
GRB 991208,22,2,0.6590909090909091,0.5,0.5,1.0,0.3181818181818182,0.0
GRB 100816A,22,5,0.36363636363636365,0.4,0.2,0.8,0.0,0.0
GRB 250221A,22,5,0.4,0.4,0.2,0.6,0.0,0.0
GRB 070521,22,4,0.36363636363636365,0.25,0.25,0.5,0.0,0.0
GRB 180418A,22,5,0.36363636363636365,0.4,0.2,0.6,0.0,0.0
GRB 150423A,22,5,0.33636363636363636,0.4,0.2,0.6,0.0,0.0
GRB 140311A,22,5,0.33636363636363636,0.4,0.2,0.6,0.0,0.0
XRF 030723,22,5,0.32727272727272727,0.30000000000000004,0.2,0.6,0.0,0.0
GRB 070411,22,5,0.32727272727272727,0.4,0.2,0.8,0.0,0.0
LIGO/Virgo S190521r,22,4,0.42045454545454547,0.5,0.25,0.75,0.0,0.0
GRB 130215A,22,5,0.3181818181818182,0.4,0.2,0.6,0.0,0.0
GRB 160509A,22,5,0.34545454545454546,0.4,0.2,0.6,0.0,0.0
GRB 201020B,22,5,0.4,0.4,0.2,0.6,0.0,0.0
GRB 241029A,22,5,0.4090909090909091,0.4,0.2,0.6,0.0,0.0
GRB 161014A,22,5,0.3909090909090909,0.4,0.2,0.6,0.0,0.0
GRB 170519A,22,4,0.48863636363636365,0.5,0.25,0.75,0.0,0.0
GRB 260421B,22,5,0.3909090909090909,0.4,0.2,0.6,0.0,0.0
GRB 030115,22,4,0.36363636363636365,0.25,0.25,0.5,0.0,0.0
GRB 080603B,22,5,0.35454545454545455,0.4,0.2,0.8,0.0,0.0
GRB 080503,22,6,0.303030303030303,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 250403A,21,5,0.4095238095238095,0.4,0.2,0.6,0.0,0.0
GRB 240905E,21,6,0.2857142857142857,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 250502A,21,5,0.4,0.4,0.2,0.6,0.0,0.0
GRB 131108A,21,5,0.3523809523809524,0.4,0.2,0.8,0.0,0.0
GRB 100206A,21,5,0.3238095238095238,0.4,0.2,0.4,0.0,0.0
LIGO/Virgo S200219ac,21,4,0.39285714285714285,0.5,0.25,0.5,0.0,0.0
GRB 140903A,21,5,0.3333333333333333,0.4,0.2,0.6,0.0,0.0
LIGO/Virgo S200225q,21,5,0.3238095238095238,0.4,0.2,0.6,0.0,0.0
GRB 250506A,21,5,0.4,0.4,0.2,0.8,0.0,0.0
GRB 050922C,21,4,0.4166666666666667,0.5,0.25,0.75,0.0,0.0
GRB 141026A,21,5,0.3333333333333333,0.4,0.2,0.6,0.0,0.0
GRB 091024,21,5,0.36190476190476195,0.4,0.2,0.6,0.0,0.0
GRB 250610B,21,5,0.38095238095238093,0.4,0.2,0.6,0.0,0.0
GRB 150323C,21,5,0.4,0.4,0.2,0.6,0.0,0.0
GRB 150518A,21,6,0.2857142857142857,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 111209A,21,5,0.34285714285714286,0.4,0.2,0.6,0.0,0.0
GRB 171010A,21,6,0.31746031746031744,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0
LIGO/Virgo S190718y,21,6,0.2777777777777778,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 060614,21,6,0.2777777777777778,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0
GRB 251214B,21,5,0.37142857142857144,0.4,0.2,0.6,0.0,0.0
LIGO/Virgo G296853,21,5,0.3238095238095238,0.4,0.2,0.6,0.0,0.0
GRB 090102,21,5,0.3523809523809524,0.4,0.2,0.6,0.0,0.0
GRB 240225B,21,5,0.3904761904761904,0.4,0.2,0.6,0.0,0.0
GRB 231205B,21,4,0.34523809523809523,0.25,0.25,0.5,0.0,0.0
GRB 251129A,21,6,0.4126984126984127,0.5,0.16666666666666666,0.5,0.0,0.0
GRB 241018A,21,5,0.34285714285714286,0.4,0.2,0.6,0.0,0.0
GRB 120711A,21,4,0.39285714285714285,0.5,0.25,0.5,0.0,0.0
GRB 980519,21,2,0.7857142857142857,1.0,0.5,1.0,0.5714285714285714,0.0
GRB 071021,21,5,0.2857142857142857,0.2,0.2,0.4,0.0,0.0
GRB 011130,21,4,0.4642857142857143,0.5,0.25,0.75,0.0,0.0
GRB 050319,21,4,0.44047619047619047,0.5,0.25,0.75,0.0,0.0
GRB 251025B,21,5,0.4,0.4,0.2,0.6,0.0,0.0
GRB 060108,21,5,0.3047619047619048,0.2,0.2,0.6,0.0,0.0
GRB 250617B,21,5,0.41904761904761906,0.4,0.2,0.6,0.0,0.0
EP250704a,21,4,0.6309523809523809,0.75,0.25,1.0,0.09523809523809523,0.0
ZTF22aaajecp,21,3,0.36507936507936506,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0
EP240801a,21,2,0.7619047619047619,1.0,0.5,1.0,0.5238095238095238,0.0
GRB 200826A,21,6,0.31746031746031744,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0
GRB 191031D,21,4,0.4166666666666667,0.5,0.25,0.5,0.0,0.0
GRB 241217A,20,5,0.47000000000000003,0.4,0.2,0.8,0.0,0.0
EP250223a,20,3,0.6,0.6666666666666666,0.3333333333333333,1.0,0.15,0.0
GRB 111225A,20,5,0.36,0.4,0.2,0.6,0.0,0.0
GRB 111215A,20,4,0.35,0.25,0.25,0.5,0.0,0.0
GRB 150818A,20,6,0.3083333333333333,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 111117A,20,5,0.3,0.2,0.2,0.6,0.0,0.0
LIGO/Virgo S200316bj,20,4,0.4,0.5,0.25,0.5,0.0,0.0
GRB 250814A,20,6,0.2833333333333333,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 150314A,20,5,0.34,0.4,0.2,0.6,0.0,0.0
GRB 110709B,20,5,0.34,0.4,0.2,0.6,0.0,0.0
GRB 060512,20,5,0.35,0.4,0.2,0.8,0.0,0.0
GRB 140304A,20,5,0.32,0.4,0.2,0.4,0.0,0.0
GRB 140907A,20,4,0.4375,0.5,0.25,0.75,0.0,0.0
GRB 110503A,20,5,0.33,0.4,0.2,0.6,0.0,0.0
EP260416a,20,2,0.775,1.0,0.5,1.0,0.55,0.0
GRB 010214,20,4,0.4,0.375,0.25,0.75,0.0,0.0
GRB 231118A,20,5,0.37,0.4,0.2,0.6,0.0,0.0
GRB 190627A,20,5,0.35,0.4,0.2,0.4,0.0,0.0
GRB 251017A,20,5,0.39,0.4,0.2,0.6,0.0,0.0
GRB 190613B,20,5,0.39,0.4,0.2,0.6,0.0,0.0
GRB 230723B,20,5,0.35,0.4,0.2,0.6,0.0,0.0
GRB 100424A,20,5,0.31,0.4,0.2,0.4,0.0,0.0
GRB 251003A,20,5,0.38,0.4,0.2,0.6,0.0,0.0
GRB 011030,20,4,0.35,0.25,0.25,0.75,0.0,0.0
GRB 250430A,20,5,0.37,0.4,0.2,0.6,0.0,0.0
EP251118a,20,4,0.5375,0.5,0.25,1.0,0.05,0.0
GRB 200729A,20,5,0.31,0.30000000000000004,0.2,0.6,0.0,0.0
GRB 250407A,20,5,0.4,0.4,0.2,0.6,0.0,0.0
GRB 140215A,20,5,0.37,0.4,0.2,0.6,0.0,0.0
GRB 260131A,20,5,0.36,0.4,0.2,0.6,0.0,0.0
GRB 130612A,20,5,0.37,0.4,0.2,0.6,0.0,0.0
GRB 190202A,20,5,0.4,0.4,0.2,0.6,0.0,0.0
GRB 070419A,20,4,0.4125,0.5,0.25,0.5,0.0,0.0
GRB 210204A,20,4,0.4875,0.5,0.25,0.75,0.0,0.0
GRB 080605,20,5,0.41000000000000003,0.4,0.2,0.8,0.0,0.0
GRB 061217,20,4,0.4,0.5,0.25,0.5,0.0,0.0
GRB 080307,20,6,0.3,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0
GRB 210222B,20,5,0.41,0.4,0.2,0.6,0.0,0.0
GRB 260511A,20,5,0.41,0.4,0.2,0.6,0.0,0.0
EP241217a,20,2,0.725,0.5,0.5,1.0,0.45,0.0
GRB 260515A,20,4,0.5125,0.5,0.25,0.75,0.0,0.0
GRB 070311,20,5,0.35,0.4,0.2,0.4,0.0,0.0
GRB 130505A,20,6,0.3083333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0
GRB 201221D,20,5,0.34,0.4,0.2,0.6,0.0,0.0
GRB 201216C,20,5,0.36,0.4,0.2,0.4,0.0,0.0
